"","orgao","objeto","fornecedor","valor"
"3950","HOSPITAL DO SERVIDOR PÚBLICO MUNICIPAL","CONTRATAÇÃO DE EMPRESA ESPECIALIZADA EM PRESTAÇÃO DE SERVIÇOS DE SOLUÇÃO E GESTÃO DE SERVIÇOS DE IMPRESSÃO, COM FORNECIMENTO DE SUPRIMENTOS, “HARDWARES”, “SOFTWARES” E PERIFÉRICOS, BEM COMO MANUTENÇÃO PREVENTIVA E CORRETIVA","EMPRESA CTIS TECNOLOGIA S/A",187918.98
"3951","EMPRESA DE TECNOLOGIA DA INFORMAÇÃO E COMUNICAÇÃO","ATA DE REGISTRO DE PREÇOS PARA PRESTAÇÃO DE SERVIÇOS DE INFRAESTRUTURA COM MANUTENÇÃO CORRETIVA, PREVENTIVA, INSTALAÇÕES, DESINSTALAÇÕES, REMANEJAMENTO E EXECUÇÃO DE PROJETOS DE REDES LÓGICA, ELÉTRICA E TELEFONIA POR DEMANDA","AYNIL SOLUÇÕES S.A.",17247022.27
"3952","HOSPITAL DO SERVIDOR PÚBLICO MUNICIPAL","AQUISIÇÃO DE MATERIAL MÉDICO HOSPITALAR","MEDI HOUSE IND.  E COM. DE PROD. CIR. E HOSP. LTDA",21120
"3953","DESENVOLVIMENTO URBANO","Contratação de Empresa especializada na prestação de serviços de recepção e copeiragem para esta Secretaria.","JOTABÊ – Serviços Técnicos Especializados Ltda",23093.64
"3954","HOSPITAL DO SERVIDOR PÚBLICO MUNICIPAL","AQUISIÇÃO DE MATERIAL MÉDICO HOSPITALAR","POLAR FIX IND. E COM. DE PROD. HOSP. LTDA.",19350
"3955","ESPORTES, LAZER E RECREAÇÃO","Celebração de Convênio para a realização do evento “War Fighting Four”","Federação dos Desportos no Estado de São Paulo",335350
"3956","SERVIÇO FUNERÁRIO","Locação de sistema de PABX com DDR, com serviço de instalação, gerenciamento e manutenção","NEC LATIN AMÉRICA S/A",35771.88
"3957","ESPORTES, LAZER E RECREAÇÃO","Celebração de Convênio para a realização do evento “Corrida do Klabin”","Federação dos Desportos no Estado de São Paulo",130000
"3958","SERVIÇO FUNERÁRIO","Contrato para liquidação direta de despesas com funeral","ASSOCIAÇÃO DOS FUNCIONARIOS DA ASSEMBLÉIA LEGISLAT",40000
"3959","CULTURA","Contratação de empresa para locação de equipamentos de cinema para a Biblioteca Mário de Andrade.","FUNDAMENTAL LOCAÇÃO EQUIP. DE INFORMATICA E EVENTO",195000
"3960","SERVIÇO FUNERÁRIO","Contratação para liquidação direta de despesas com funerais","Empresa de Tecnologia da Informação e Comunicação",20000
"3961","HABITAÇÃO","EXECUÇÃO DE OBRAS DO PROGRAMA DE SANEAMENTO, PROTEÇÃO AMBIENTAL E RECUPERAÇÃO DA QUALIDADE DAS ÁGUAS EM ÁREAS DEGRADADAS DE MANANCIAL HÍDRICO DAS BACIAS GUARAPIRANGA E BILLINGS, URBANIZAÇÃO DE FAVELAS E REGULARIZAÇÃO DE LOTEAMENTOS PRECÁRIOS – LOTE 11, NO ÂMBITO DA COORDENADORIA DE HABITAÇÃO DA SECRETARIA MUNICIPAL DE HABITAÇÃO – SEHAB, INTEGRADA PELA SUPERINTENDÊNCIA DE HABITAÇÃO POPULAR – HABI, PELO PROGRAMA MANANCIAIS E PELO DEPARTAMENTO DE REGULARIZAÇÃO DE PARCELAMENTO DO SOLO - RESOLO.","CONSÓRCIO MANANCIAL PAEZ DE LIMA/SIMÉTRICA",167814878.03
"3962","DESENVOLVIMENTO URBANO","CONTRATAÇÃO DE SERVIÇO DE FORNECIMENTO AUTOMÁTICO DE CAFE E OUTRAS BEBIDAS QUENTES NAS DEPENDENCIAS DA SECRETARIA MUNICIPAL DE DESENVOLVIMENTO URBANO, CONFORME ESPECIFICAÇÕES CONSTANTES DO ANEXO I.","Piercoffee Locações e Serviços LTDA EPP",50652
"3963","INFRA-ESTRUTURA URBANA E OBRAS","Prestação de serviços técnico-profissionais de sondagem e parecer técnico de fundações para construção do HOSPITAL MUNICIPAL VILA BRASILÂNDIA, situado na Estrada do Sabão x Av. Michihisa Murata – SP/FB.","AÇÃO  ENGENHARIA LTDA.",73830.84
"3964","SÃO PAULO TURISMO","Aquisição de papéis para impressão, com fornecimento parcelado por um período de 12 meses, conforme bases, condições e especificações do Edital e seus Anexos.","PROCOMP PRODUTOS E SERVIÇOS DE INFORMÁTICA LTDA.",31313.9
"3965","SÃO PAULO TURISMO","OBJETO: Contratação de empresa para a prestação de serviços de gerenciamento do abastecimento e outros serviços prestados por postos credenciados, por meio de implantação e operação de um sistema informatizado e integrado com utilização de cartão de pagamento magnético ou micro processado e disponibilidade de Rede Credenciada de Postos de Combustível, compreendendo a distribuição de: álcool (etanol), gasolina comum, diesel, biodiesel, óleos lubrificantes, filtros de óleo, filtros de combustíveis e filtros de ar  para a frota de veículos automotores e equipamentos da SÃO PAULO TURISMO, para um período de 12 meses, prorrogável por menor ou iguais períodos, nos termos da legislação vigente, conforme bases, condições e especificações deste Edital e seus Anexos.","PIX ADMINISTRADORA DE CARTÕES DE CRÉDITO E SERVIÇO",87006.37
"3966","SÃO PAULO TURISMO","Prestação de serviços de instalação e manutenção elétrica para eventos.","WIKO DO BRASIL COMÉRCIO DE MATERIAIS ELÉTRICOS LTD",22170
"3967","SÃO PAULO TURISMO","Contratação de empresa para a prestação de serviços técnicos de direção e assistência de palco, para atendimento a edições do evento VIRADA CULTURAL e para atendimento parcelado a diversos eventos promovidos / apoiados pela Prefeitura de São Paulo, através da São Paulo Turismo S/A por um período de 12 meses, renováveis por iguais ou menores períodos, conforme bases, condições e especificações do Edital e seus Anexos.","DKS PROMOÇÕES E EVENTOS LTDA.",56068.75
"3968","SÃO PAULO TURISMO","Contratação de empresa especializada em serviço de bufê para prestação de serviço de CATERING – tipos “A” , “B” e “C”, para atendimento parcelado a diversos eventos a serem realizados no município de São Paulo, durante o período de 12 (doze) meses, renováveis por iguais ou menores períodos, conforme bases, condições e especificações do Edital e seus Anexos.","STYL LINE FEIRAS EVENTOS E PROMOÇÕES LTDA.",66700
"3969","SÃO PAULO TURISMO","Contratação de empresa especializada em Manutenção Preventiva em Chiller pelo período de um ano","ARCONCLIMA COMÉRCIO E SERVIÇOS DE REFRIGERAÇÃO LTD",NA
"3970","FINANÇAS E DESENVOLVIMENTO ECONÔMICO","contratação de serviços de manutenção preventiva e corretiva, com inclusão de peças, em um Estabilizador Eletrônico Digital e um No Break","Clarity Sistemas de Energia Ltda",20399.76
"3971","CULTURA","Contr. Serv. Manut. no sistema de som e proj cinematográfica do Cine Olido","Renato Cury ME",21600
"3972","ASSISTÊNCIA E DESENVOLVIMENTO SOCIAL","SERVIÇO ESPECIALIZADO DE ABORDAGEM SOCIAL ÀS PESSOAS EM SITUAÇÃO DE RUA – ADULTAS, CRIANÇAS E ADOLESCENTES - Modalidade: SERVIÇO ESPECIALIZADO DE ABORDAGEM SOCIAL ÀS ADULTOS, CRIANÇAS E ADOLESCENTES EM SITUAÇÃO DE RUA- SEAS","INSTITUTO SOCIAL SANTA LUCIA",1477350.72
"3973","ASSISTÊNCIA E DESENVOLVIMENTO SOCIAL","Núcleo de Convivência de Idoso - NCI","CENTRO SOCIAL SANTOS DIAS",202190.4
"3974","ASSISTÊNCIA E DESENVOLVIMENTO SOCIAL","Núcleo de Convivência de Idoso","ASSOCIAÇÃO BENEFICENTE O SEMEADOR",355773.12
"3975","ASSISTÊNCIA E DESENVOLVIMENTO SOCIAL","SERVIÇO DE MEDIDAS SOCIOEDUCATIVAS EM MEIO ABERTO","GFWC CRÊ-SER",467409
"3976","ASSISTÊNCIA E DESENVOLVIMENTO SOCIAL","MEDICAS SOCIOEDUCATIVAS EM MEIO ABERTO","GFWC CRE SER",660341.04
"3977","ASSISTÊNCIA E DESENVOLVIMENTO SOCIAL","MEDIDAS SOCIOEDUCATIVAS EM MEIO ABERTO","MONICA PAIAO TREVISAN",522786.48
"3978","SERVIÇOS","aquisição de serviços de impressão corporativa, incluindo disponibilização e instalação de equipamentos novos, de software de gerenciamento de inventário, de contabilização, de manutenção e de fornecimento de suprimentos, incluindo papel, para atender as necessidades de todas as unidades ( Gabinete, ILUME, CCCD e Frota).","MR COMPUTER INFORMÁTICA LTDA.",62147.16
"3979","SERVIÇOS","aquisição de serviços de impressão corporativa, incluindo disponibilização e instalação de equipamentos novos, de software de gerenciamento de inventário, de contabilização, de manutenção e de fornecimento de suprimentos, incluindo papel, para atender as necessidades de todas as unidades ( Gabinete, ILUME, CCCD e Frota).","MR COMPUTER INFORMÁTICA LTDA.",174310.92
"3980","NEGÓCIOS JURÍDICOS","Prestação de serviços de limpeza, asseio e conservação predial, visando a obtenção de adequadas condições de salubridade e higiene, com a disponibilização de mão-de-obra, saneantes domissanitários, materiais e equipamentos, no Departamento Fiscal da Procuradoria Geral do Município, situado na Rua Maria Paula, nºs 126 e 136.","PRISMA SERVIÇOS TERCEIZADOS LTDA",478178.59
"3981","COMPANHIA DE ENGENHARIA DE TRAFEGO","Prestação de serviço para avaliação, certificação e fiscalização de sistemas e ambientes informatizados para atender às necessidades da Companhia.","INST.OMNIS DE PESQUISA DESENVOLVIMENTO E ENSINO",39000
"3982","ESPORTES, LAZER E RECREAÇÃO","Celebração de Convênio para a realização da Virada Esportiva 2014","Associação Paulista Pelo Esporte, Lazer e Cultura",426310
"3983","FINANÇAS E DESENVOLVIMENTO ECONÔMICO","Serviços de manutenção preventiva, corretiva e assistência técnica mensal, com fornecimento de peças originais, em 28 (vinte e oito) equipamentos de microfilmagem, diversas marcas, instalados na Divisão do Cadastro de Pessoas – SF/SUREM/DECAR/DICAP da Secretaria Municipal de Finanças","PHD TECHNOLOGY ASSISTENCIA TECNICA E SUPRIMENTOS L",28680
"3984","LICENCIAMENTO","Contratação de Serviços de Sustentação de Tecnologia da Informação e Comunicação","EMPRESA DE TECNOLOGIA - PRODAM",7635641.38
"3985","SUBPREFEITURA: SANTANA/TUCURUVI","Contratação dos serviços de conservação de pavimentos viarios (Tapa Buraco), com aplicação de concreto asfáltico e emulsão da pintura de ligação, por tonelada.","CORPOTEC – Construtora e Empreendimentos Imobiliár",386283.6
"3986","SUBPREFEITURA: SÉ","LOCAÇÃO DE CAMINHÕES COM CARROCERIA DE MADEIRA, INCLUINDO COMBUSTÍVEL E MOTORISTA.","PADOCK MÁQUINAS E EQUIPAMENTOS LTDA",313237.67
"3987","ESPORTES, LAZER E RECREAÇÃO","Celebração de Convênio para a realização do “1º Campeonato Intercolegial de Futebol – 7 – Sub 15 e Sub 17”","Instituto Cultural Santa Isabel",145000
"3988","ESPORTES, LAZER E RECREAÇÃO","Celebração de Convênio para a realização do evento “Festival de Karate Inclusão Social”","União Ken In Kan Goju Ryu de Karate",170000
"3989","ESPORTES, LAZER E RECREAÇÃO","Celebração de Convênio para a realização do evento “II Copa Bandeirantes de Luta Olímpica Submission","Federação do Estado de São Paulo de Lutas Associad",131802
"3990","ESPORTES, LAZER E RECREAÇÃO","Celebração de Convênio para a realização da “Copa São Paulo de Moto Aquática – Jet Ski - 2014”","Associação Brasileira de Jet Ski Profissional e nã",6e+05
"3991","ESPORTES, LAZER E RECREAÇÃO","Celebração de Convênio para a realização do evento “Campeonato Paulista de Canoagem – Velocidade 500/200 M”","Liga de Canoagem do Estado de São Paulo",35000
"3992","ESPORTES, LAZER E RECREAÇÃO","Celebração de Convênio para a realização do evento “II Copa São Paulo Aberta de Jiu-Jitsu e Submission”","Federação do Estado de São Paulo de Lutas Associad",131802
"3993","ESPORTES, LAZER E RECREAÇÃO","Celebração de Convênio para a realização do evento “Criança em Ação”","Federação do Estado de São Paulo de Lutas Associad",131802
"3994","ESPORTES, LAZER E RECREAÇÃO","Celebração de Convênio para a realização do “Circuito Radical”","Cooperativa de Trabalho dos Profissionais do Espor",246115
"3995","GOVERNO MUNICIPAL","Aquisição de 19.200 garrafões de 20l de água mineral","DRISERV EMPRESA DE MINERAÇÃO E FONTES DE ÁGUA MINE",NA
"3996","GOVERNO MUNICIPAL","Contratação de empresa para prestação de serviços de transporte de entrega e coleta de pequenas cargas, denominado moto frete, para utilização na Secretaria do Governo e Gabinete do Prefeito.","VIVA MOTO EXPRESS LTDA EPP",NA
"3997","EDUCAÇÃO","Contratação de empresa especializada em prestação de serviços de transporte com veículos incluindo motorista e combustível.","GW Transportes e Comércio Inteliggentes Ltda",820521
"3998","SAÚDE","CONTRATAÇÃO DE EMPRESA DE MANUTENÇÃO PREVENTIVA E CORRETIVA DE SERVIÇO DE CÂMARAS DE VACINA, FREEZER E EQUIPAMENTOS DE LABORATÓRIO - MARCA FANEM.","FANEM LTDA",71695.36
"3999","SUBPREFEITURA: JAÇANÃ-TREMEMBÉ","CONTRATAÇÃO DE EMPRESA PARA PRESTAÇÃO DE SERVIÇOS DE LIMPEZA MECÂNICA DE GALERIAS DE ÁGUAS PLUVIAIS, RAMAIS, POÇOS DE VISITA, TUBOS E CONEXÕES, DESIDRATAÇÃO E TRANSPORTE DOS RESÍDUOS PARA O ATERRO SANITÁRIO, COM FORNECIMENTO DE EQUIPAMENTO COMBINADO (HIDROJATO DE ALTA PRESSÃO / SUGADOR DE ALTA POTÊNCIA) E MÃO DE OBRA ESPECIALIZADA.","JOB ENGENHARIA E SERVIÇOS LTDA",589824
"4000","EDUCAÇÃO","Aditamento – prorrogação de Convênio","INSTITUTO KWARAY",2511047.5
"4001","EDUCAÇÃO","Contratação emergencial de serviços de vigilância e segurança patrimonial","LÓGICA SEGURANÇA E VIGILANCIA LTDA",3518198.87
"4002","EDUCAÇÃO","Celebração de Convênio em continuidade",NA,1870342.5
"4003","EDUCAÇÃO","Celebração de convênio","ASSOCIAÇÃO KALIXTO MENDES",2349063.75
"4004","EDUCAÇÃO","Celebração de convênio em continuidade","CROPH-COORDENAÇÃO REGIONAL DAS OBRAS E PROMOÇÃO HU",2940242.5
"4005","EDUCAÇÃO","Celebração de convênio em continuidade","CENTRO DE EDUCAÇÃO E PROMOÇÃO POPULAR VILA NITRO O",2473484.9
"4006","EDUCAÇÃO","Celebração de convênio","CENTRO DE ASSISTÊNCIA E PROMOÇÃO SOCIAL NOSSO LAR",5356845
"4007","EDUCAÇÃO","Celebração de convênio CEI Universo Criança","ASSOCIAÇÃO UNIVERSO BRASIL - UB",1433538.05
"4008","EDUCAÇÃO","Celebração de Termo de Cooperação entre SME e LARAMARA","LARAMARA – ASSOCIAÇÃO BRASILEIRA DE ASSISTÊNCIA AO",NA
"4009","EDUCAÇÃO","SERVIÇOS DE COPEIRAGEM","ANDORINHA SERVIÇOS OPERACIONAIS EIRELI - ME",234000
"4010","INFRA-ESTRUTURA URBANA E OBRAS","Contratação de empresa para a execução de serviços e obras, para a construção de escolas para educação fundamental e infantil, integrantes dos Lotes 1, 2, 3, 4, 7, 8, 9, 10, 11, 12, 14 e 15 inseridos no Programa de eliminação do 3º turno oriundos do processo de Pré-qualificação nº 002/10/SIURB","LOPES KALIL ENGENHARIA E COMÉRCIO LTDA",51832179.54
"4011","INFRA-ESTRUTURA URBANA E OBRAS","EXECUÇÃO DE OBRA DE CANALIZAÇÃO DO CÓRREGO POLI, A PAVIMENTAÇÃO E A DRENAGEM SUPERFICIAL DA AV. EUSÉBIO STEVAUX, NA PISTA DIREITA, NO TRECHO ENTRE A AV. VICTOR MANZINI E RUA MOACIR PADILHA E ELABORAÇÃO DOS RESPECTIVOS PROJETOS EXECUTIVOS E O LICENCIAMENTO AMBIENTAL.","ENGEBRÁS CONSTRUÇÕES E EMPREENDIMENTOS LTDA",1601204.04
"4012","SUBPREFEITURA: CAPELA DO SOCORRO","OBJETO: contratação de empresa especializada na prestação de serviços de locação de 02 (dois) caminhões basculante com motorista, combustível e sistema de rastreamento tipo GPS, com capacidade mínima de 14,0 m³, conforme especificações contidas no Anexo I.","CONSTRUTORA ANASTACIO LTDA",61233.33
"4013","SUBPREFEITURA: MBOI MIRIM","Contratação de empresa para execução de serviços de manutenção com reforma e adequação do sistema superficial de microdrenagem de vias sob a jurisdição da SPMB.","PJS Construção e Empreendimento Ltda",72172.44
"4014","EDUCAÇÃO","CONTRATAÇÃO DE EMPRESA PARA PRESTAÇÃO DE SERVIÇOS DE CONSERVAÇÃO PREDIAL, LIMPEZA E ASSEIO DAS ÁREAS INTERNAS E EXTERNAS E AJARDINADAS, DA SME/CONAE, DOT – PROJ. ESP., CONAE 2 – RH, CME, DAE, DAE/COZINHA EXPERIMENTAL, DOT FORMAÇÃO, ALMOXARIFADO CENTRAL E CONAE-34.","RCA PRODUTOS E SERVIÇOS LTDA",269276.56
"4015","SUBPREFEITURA: MBOI MIRIM",": contratação de empresa para instalação de quadra poliesportiva em terreno localizado na Praça Carapinheira, à Rua Paulo Lemore – Distrito do Jardim São Luiz","DEKTON ENGENHARIA E CONSTRUÇÃO LTDA",148442.41
"4016","COMPANHIA DE ENGENHARIA DE TRAFEGO","FORNECIMENTO DE ELEMENTOS E ACESSÓRIOS DE FIXAÇÃO DE PLACAS DE SINALIZAÇÃO DE TRÂNSITO.","INDÚSTRIA E COMÉRCIO DE MARQUI LTDA",139494
"4017","SUBPREFEITURA: PERUS","CONTRATAÇÃO DE EMPRESA ESPECIALIZADA NA PRESTAÇÃO DE SERVIÇOS DE EM VIGILÂNCIA/SEGURANÇA PATRIMONIAL DESARMADA PARA AS DEPENDÊNCIAS DA SEDE DA SUBPREFEITURA PERUS, UNIDADE DE ARMAZENAMENTO E SUPERVISÃO TÉCNICA DE LIMPEZA PÚBLICA DESTA SP/PR, INCLUINDO POSTOS COM BASTÃO DE RONDA.","SEAL SEGURANÇA ALTERNATIVA EIRELI - EPP",341512
"4018","EMPRESA DE TECNOLOGIA DA INFORMAÇÃO E COMUNICAÇÃO","CONTRATAÇÃO DE EMPRESA ESPECIALIZADA NA PRESTAÇÃO DE SERVIÇOS DE MANUTENÇÃO PREVENTIVA/CORRETIVA DOS EQUIPAMENTOS DE REFRIGERAÇÃO DO COMPLEXO DATA CENTER","ACECO TI S/A",404274.96
"4019","ASSISTÊNCIA E DESENVOLVIMENTO SOCIAL","SERVIÇOS DE ADEQUADAÇÃO E MANUTENÇÃO PINTURA","CONSTRUTORA ITAJAÍ LTDA.",NA
"4020","PLANEJAMENTO, ORÇAMENTO E GESTÃO","PAPEL RECICLADO – A4 – 210 X 297 mm - 75 g/m²","BIGNARDI IND E COM DE PAPEIS E ARTEFATOS LTDA",31215.6
"4021","VERDE E MEIO AMBIENTE","Prestação de serviços de segurança e vigilância patrimonial desarmada para os Parques Municipais do Grupo Leste: Raul Seixas, Santa Amélia, Chico Mendes, Piqueri, Chácara Das Flores, Jardim Primavera, D. Evaristo Arns (Ermelino), Vila Do Rodeio, Ecol. Prof. Lydia Natalizio Diogo e Zilda Arns (Integração) da Secretaria Municipal do Verde e do Meio Ambiente, de acordo com o Termo de Referência (ANEXO II) do edital.","PRESSSEG SERVIÇOS DE SEGURANÇA EIRELI",397332.3
"4022","VERDE E MEIO AMBIENTE","Prestação de Serviços de Vigilância e Segurança Patrimonial Desarmada, para os Parques Municipais que integram o Grupo Leste, conforme discriminados neste anexo I – Especificações Técnicas do Objeto.","PRESSSEG SERVIÇOS DE SEGURANÇA EIRELI",10909360.7
"4023","VERDE E MEIO AMBIENTE","Prestação de Serviços de Vigilância e Segurança Patrimonial Desarmada, para o Parque Municipal Anhanguera, conforme discriminados neste anexo I – Especificações Técnicas do Objeto.","PRESSSEG SERVIÇOS DE SEGURANÇA EIRELI",7188197.25
"4024","SAÚDE","Tratamento de clientela que necessite de assistência médica em regime ambulatorial e/ou de internação, para atender à demanda submetida à regulação e autorização do  Complexo Regulador Municipal.","ASSOCIAÇÃO BENEFICENTE SOCIAL NOSSA SENHORA  PARI",1e+05
"4025","SUBPREFEITURA: FREGUESIA-BRASILÂNDIA","Inclusão de mais 01 (uma) equipe B na prestação de serviços de conservação de áreas urbanizadas, ajardinadas, praguejadas e em seu entorno e serviços técnicos de manejo de árvores, através de equipes – ATA de RP 37/SMSP/COGEL/2010","AGRÍCOLA E CONSTRUTORA MONTE AZUL LTDA",461437.2
"4026","SAÚDE","Aquisição de gases medicinais.","WHITE MARTINS GASES INDUSTRIAIS LTDA.",123523.2
"4027","FUNDACAO THEATRO MUNICIPAL","Parceria","Ato Produções Eireli _ ME",NA
"4028","ESPORTES, LAZER E RECREAÇÃO","SERVIÇOS DE LIMPEZA, ASSEIO E CONSERVAÇÃO PREDIAL, ÁREAS INTERNAS E EXTERNAS SERVIÇOS DE DESINSETIZAÇÃO, DEDETIZAÇÃO, DESRATIZAÇÃO E LIMPEZA DE CAIXAS D´ÁGUA E/OU RESERVATÓRIOS DE ÁGUA.","ALTIMARK LOCAÇÕES E SERVIÇOS LTDA.",1126836.72
"4029","CULTURA","Contratação de empresa especializada para execução de serviços de manutenção predial.","CIBAM ENGENHARIA LTDA.",1345132.8
"4030","COMPANHIA DE ENGENHARIA DE TRAFEGO","Fornecimento de 3.500 (três mil e quinhentos) kits de lanches tipo A e B, para atender às necessidades da CET","F.G.R. SILVA BUFFET E EVENTOS LTDA",6308.75
"4031","CÂMARA MUNICIPAL","Contratação de empresa para fornecimento de chapas de MDF, pelo período de 12 (doze) meses.","CASA PEDROSO MATERIAIS PARA CONSTRUÇÃO LTDA-ME.",85000
"4032","CÂMARA MUNICIPAL","Contratação de empresa para prestação de serviços de manutenção corretiva de cadeiras, poltronas e sofás, com fornecimento de materiais, pelo período de 12 (doze) meses","PANIFICADORA PALMA DE OURO DO CENTRO LTDA.",40400
